session_date,contract,dir,signal_from_utc,entry_utc,exit_utc,prior_move_pts,entry_px,exit_px,points,gross_usd,net_usd,cum_gross,cum_net
2014-04-30,201407,LONG,2014-04-30 02:00:00+00:00,2014-04-30 04:00:00+00:00,2014-04-30 06:00:00+00:00,-0.045,19.435,19.375,-0.06,-60.0,-91.2,18495.0,-37103.4
2014-05-01,201407,LONG,2014-04-30 22:00:00+00:00,2014-05-01 00:00:00+00:00,2014-05-01 02:00:00+00:00,-0.025,19.185,19.15,-0.035,-35.0,-66.2,18460.0,-37169.6
2014-05-01,201407,LONG,2014-05-01 02:00:00+00:00,2014-05-01 04:00:00+00:00,2014-05-01 06:00:00+00:00,-0.02,19.13,19.125,-0.005,-5.0,-36.2,18455.0,-37205.8
2014-05-02,201407,SHORT,2014-05-01 22:00:00+00:00,2014-05-02 00:00:00+00:00,2014-05-02 02:00:00+00:00,0.005,19.055,19.04,0.015,15.0,-16.2,18470.0,-37222.0
2014-05-02,201407,LONG,2014-05-02 02:00:00+00:00,2014-05-02 04:00:00+00:00,2014-05-02 06:00:00+00:00,-0.03,19.01,18.98,-0.03,-30.0,-61.2,18440.0,-37283.2
2014-05-05,201407,LONG,2014-05-04 22:00:00+00:00,2014-05-05 00:00:00+00:00,2014-05-05 02:00:00+00:00,-0.08,19.49,19.58,0.09,90.0,58.8,18530.0,-37224.4
2014-05-05,201407,LONG,2014-05-05 02:00:00+00:00,2014-05-05 04:00:00+00:00,2014-05-05 06:00:00+00:00,-0.055,19.525,19.58,0.055,55.0,23.8,18585.0,-37200.6
2014-05-06,201407,SHORT,2014-05-05 22:00:00+00:00,2014-05-06 00:00:00+00:00,2014-05-06 02:00:00+00:00,0.015,19.595,19.535,0.06,60.0,28.8,18645.0,-37171.8
2014-05-06,201407,LONG,2014-05-06 02:00:00+00:00,2014-05-06 04:00:00+00:00,2014-05-06 06:00:00+00:00,-0.01,19.525,19.58,0.055,55.0,23.8,18700.0,-37148.0
2014-05-07,201407,SHORT,2014-05-06 22:00:00+00:00,2014-05-07 00:00:00+00:00,2014-05-07 02:00:00+00:00,0.005,19.615,19.67,-0.055,-55.0,-86.2,18645.0,-37234.2
2014-05-07,201407,SHORT,2014-05-07 02:00:00+00:00,2014-05-07 04:00:00+00:00,2014-05-07 06:00:00+00:00,0.02,19.69,19.665,0.025,25.0,-6.2,18670.0,-37240.4
2014-05-08,201407,SHORT,2014-05-07 22:00:00+00:00,2014-05-08 00:00:00+00:00,2014-05-08 02:00:00+00:00,0.02,19.35,19.3,0.05,50.0,18.8,18720.0,-37221.6
2014-05-08,201407,LONG,2014-05-08 02:00:00+00:00,2014-05-08 04:00:00+00:00,2014-05-08 06:00:00+00:00,-0.015,19.285,19.275,-0.01,-10.0,-41.2,18710.0,-37262.8
2014-05-09,201407,LONG,2014-05-08 22:00:00+00:00,2014-05-09 00:00:00+00:00,2014-05-09 02:00:00+00:00,-0.025,19.17,19.17,0.0,0.0,-31.2,18710.0,-37294.0
2014-05-09,201407,LONG,2014-05-09 02:00:00+00:00,2014-05-09 04:00:00+00:00,2014-05-09 06:00:00+00:00,-0.005,19.165,19.195,0.03,30.0,-1.2,18740.0,-37295.2
2014-05-12,201407,LONG,2014-05-11 22:00:00+00:00,2014-05-12 00:00:00+00:00,2014-05-12 02:00:00+00:00,-0.055,19.09,19.165,0.075,75.0,43.8,18815.0,-37251.4
2014-05-12,201407,SHORT,2014-05-12 02:00:00+00:00,2014-05-12 04:00:00+00:00,2014-05-12 06:00:00+00:00,0.05,19.215,19.29,-0.075,-75.0,-106.2,18740.0,-37357.6
2014-05-13,201407,SHORT,2014-05-12 22:00:00+00:00,2014-05-13 00:00:00+00:00,2014-05-13 02:00:00+00:00,0.015,19.56,19.52,0.04,40.0,8.8,18780.0,-37348.8
2014-05-13,201407,LONG,2014-05-13 02:00:00+00:00,2014-05-13 04:00:00+00:00,2014-05-13 06:00:00+00:00,-0.035,19.485,19.415,-0.07,-70.0,-101.2,18710.0,-37450.0
2014-05-14,201407,SHORT,2014-05-13 22:00:00+00:00,2014-05-14 00:00:00+00:00,2014-05-14 02:00:00+00:00,0.02,19.56,19.54,0.02,20.0,-11.2,18730.0,-37461.2
2014-05-14,201407,SHORT,2014-05-14 02:00:00+00:00,2014-05-14 04:00:00+00:00,2014-05-14 06:00:00+00:00,0.005,19.545,19.57,-0.025,-25.0,-56.2,18705.0,-37517.4
2014-05-15,201407,SHORT,2014-05-14 22:00:00+00:00,2014-05-15 00:00:00+00:00,2014-05-15 02:00:00+00:00,0.025,19.815,19.76,0.055,55.0,23.8,18760.0,-37493.6
2014-05-15,201407,LONG,2014-05-15 02:30:00+00:00,2014-05-15 04:30:00+00:00,2014-05-15 06:30:00+00:00,-0.02,19.745,19.745,0.0,0.0,-31.2,18760.0,-37524.8
2014-05-16,201407,LONG,2014-05-15 22:00:00+00:00,2014-05-16 00:00:00+00:00,2014-05-16 02:00:00+00:00,-0.025,19.495,19.485,-0.01,-10.0,-41.2,18750.0,-37566.0
2014-05-16,201407,SHORT,2014-05-16 02:00:00+00:00,2014-05-16 04:00:00+00:00,2014-05-16 06:00:00+00:00,0.045,19.53,19.425,0.105,105.0,73.8,18855.0,-37492.2
2014-05-19,201407,SHORT,2014-05-18 22:00:00+00:00,2014-05-19 00:00:00+00:00,2014-05-19 02:00:00+00:00,0.03,19.35,19.365,-0.015,-15.0,-46.2,18840.0,-37538.4
2014-05-19,201407,SHORT,2014-05-19 02:00:00+00:00,2014-05-19 04:00:00+00:00,2014-05-19 06:00:00+00:00,0.085,19.45,19.47,-0.02,-20.0,-51.2,18820.0,-37589.6
2014-05-20,201407,LONG,2014-05-19 22:00:00+00:00,2014-05-20 00:00:00+00:00,2014-05-20 02:00:00+00:00,-0.005,19.375,19.375,0.0,0.0,-31.2,18820.0,-37620.8
2014-05-20,201407,LONG,2014-05-20 02:00:00+00:00,2014-05-20 04:00:00+00:00,2014-05-20 06:00:00+00:00,-0.015,19.36,19.325,-0.035,-35.0,-66.2,18785.0,-37687.0
2014-05-21,201407,LONG,2014-05-20 22:00:00+00:00,2014-05-21 00:00:00+00:00,2014-05-21 02:00:00+00:00,-0.005,19.41,19.425,0.015,15.0,-16.2,18800.0,-37703.2
2014-05-21,201407,SHORT,2014-05-21 02:00:00+00:00,2014-05-21 04:00:00+00:00,2014-05-21 06:00:00+00:00,0.07,19.495,19.43,0.065,65.0,33.8,18865.0,-37669.4
2014-05-22,201407,LONG,2014-05-21 22:00:00+00:00,2014-05-22 00:00:00+00:00,2014-05-22 02:00:00+00:00,-0.035,19.38,19.435,0.055,55.0,23.8,18920.0,-37645.6
2014-05-22,201407,LONG,2014-05-22 02:00:00+00:00,2014-05-22 04:00:00+00:00,2014-05-22 06:00:00+00:00,-0.01,19.425,19.455,0.03,30.0,-1.2,18950.0,-37646.8
2014-05-23,201407,SHORT,2014-05-22 22:00:00+00:00,2014-05-23 00:00:00+00:00,2014-05-23 02:00:00+00:00,0.005,19.505,19.425,0.08,80.0,48.8,19030.0,-37598.0
2014-05-23,201407,SHORT,2014-05-23 02:00:00+00:00,2014-05-23 04:00:00+00:00,2014-05-23 06:00:00+00:00,0.045,19.47,19.465,0.005,5.0,-26.2,19035.0,-37624.2
2014-05-26,201407,SHORT,2014-05-25 22:00:00+00:00,2014-05-26 00:00:00+00:00,2014-05-26 02:00:00+00:00,0.005,19.44,19.455,-0.015,-15.0,-46.2,19020.0,-37670.4
2014-05-26,201407,LONG,2014-05-26 02:30:00+00:00,2014-05-26 04:30:00+00:00,2014-05-26 06:30:00+00:00,-0.025,19.435,19.45,0.015,15.0,-16.2,19035.0,-37686.6
2014-05-27,201407,LONG,2014-05-26 22:00:00+00:00,2014-05-27 00:00:00+00:00,2014-05-27 02:00:00+00:00,-0.01,19.43,19.41,-0.02,-20.0,-51.2,19015.0,-37737.8
2014-05-27,201407,LONG,2014-05-27 02:00:00+00:00,2014-05-27 04:00:00+00:00,2014-05-27 06:00:00+00:00,-0.025,19.385,19.325,-0.06,-60.0,-91.2,18955.0,-37829.0
2014-05-28,201407,LONG,2014-05-27 22:00:00+00:00,2014-05-28 00:00:00+00:00,2014-05-28 02:00:00+00:00,-0.02,19.055,19.09,0.035,35.0,3.8,18990.0,-37825.2
2014-05-28,201407,SHORT,2014-05-28 02:00:00+00:00,2014-05-28 04:00:00+00:00,2014-05-28 06:00:00+00:00,0.035,19.125,19.085,0.04,40.0,8.8,19030.0,-37816.4
2014-05-29,201407,SHORT,2014-05-28 22:00:00+00:00,2014-05-29 00:00:00+00:00,2014-05-29 02:00:00+00:00,0.015,19.045,19.01,0.035,35.0,3.8,19065.0,-37812.6
2014-05-29,201407,SHORT,2014-05-29 02:00:00+00:00,2014-05-29 04:00:00+00:00,2014-05-29 06:00:00+00:00,0.04,19.05,18.91,0.14,140.0,108.8,19205.0,-37703.8
2014-05-30,201407,SHORT,2014-05-29 22:00:00+00:00,2014-05-30 00:00:00+00:00,2014-05-30 02:00:00+00:00,0.025,19.055,19.0,0.055,55.0,23.8,19260.0,-37680.0
2014-05-30,201407,SHORT,2014-05-30 02:00:00+00:00,2014-05-30 04:00:00+00:00,2014-05-30 06:00:00+00:00,0.025,19.025,18.995,0.03,30.0,-1.2,19290.0,-37681.2
2014-06-02,201407,LONG,2014-06-01 22:00:00+00:00,2014-06-02 00:00:00+00:00,2014-06-02 02:00:00+00:00,-0.025,18.75,18.755,0.005,5.0,-26.2,19295.0,-37707.4
2014-06-02,201407,LONG,2014-06-02 02:30:00+00:00,2014-06-02 04:30:00+00:00,2014-06-02 06:30:00+00:00,-0.055,18.7,18.735,0.035,35.0,3.8,19330.0,-37703.6
2014-06-03,201407,SHORT,2014-06-02 22:00:00+00:00,2014-06-03 00:00:00+00:00,2014-06-03 02:00:00+00:00,0.03,18.785,18.82,-0.035,-35.0,-66.2,19295.0,-37769.8
2014-06-03,201407,LONG,2014-06-03 02:00:00+00:00,2014-06-03 04:00:00+00:00,2014-06-03 06:00:00+00:00,-0.025,18.795,18.83,0.035,35.0,3.8,19330.0,-37766.0
2014-06-04,201407,LONG,2014-06-03 22:00:00+00:00,2014-06-04 00:00:00+00:00,2014-06-04 02:00:00+00:00,-0.005,18.79,18.81,0.02,20.0,-11.2,19350.0,-37777.2
2014-06-04,201407,LONG,2014-06-04 02:00:00+00:00,2014-06-04 04:00:00+00:00,2014-06-04 06:00:00+00:00,-0.015,18.795,18.805,0.01,10.0,-21.2,19360.0,-37798.4
2014-06-05,201407,LONG,2014-06-04 22:00:00+00:00,2014-06-05 00:00:00+00:00,2014-06-05 02:00:00+00:00,-0.005,18.79,18.79,0.0,0.0,-31.2,19360.0,-37829.6
2014-06-05,201407,SHORT,2014-06-05 02:00:00+00:00,2014-06-05 04:00:00+00:00,2014-06-05 06:00:00+00:00,0.015,18.805,18.8,0.005,5.0,-26.2,19365.0,-37855.8
2014-06-06,201407,LONG,2014-06-05 22:00:00+00:00,2014-06-06 00:00:00+00:00,2014-06-06 02:00:00+00:00,-0.005,19.04,19.075,0.035,35.0,3.8,19400.0,-37852.0
2014-06-06,201407,LONG,2014-06-06 02:00:00+00:00,2014-06-06 04:00:00+00:00,2014-06-06 06:00:00+00:00,-0.03,19.045,19.105,0.06,60.0,28.8,19460.0,-37823.2
2014-06-09,201407,SHORT,2014-06-08 22:00:00+00:00,2014-06-09 00:00:00+00:00,2014-06-09 02:00:00+00:00,0.005,19.02,19.02,-0.0,-0.0,-31.2,19460.0,-37854.4
2014-06-09,201407,SHORT,2014-06-09 02:00:00+00:00,2014-06-09 04:00:00+00:00,2014-06-09 06:00:00+00:00,0.01,19.03,19.035,-0.005,-5.0,-36.2,19455.0,-37890.6
2014-06-10,201407,LONG,2014-06-09 22:00:00+00:00,2014-06-10 00:00:00+00:00,2014-06-10 02:00:00+00:00,-0.03,19.03,19.045,0.015,15.0,-16.2,19470.0,-37906.8
2014-06-10,201407,SHORT,2014-06-10 02:00:00+00:00,2014-06-10 04:00:00+00:00,2014-06-10 06:00:00+00:00,0.015,19.06,19.1,-0.04,-40.0,-71.2,19430.0,-37978.0
2014-06-11,201407,LONG,2014-06-10 22:00:00+00:00,2014-06-11 00:00:00+00:00,2014-06-11 02:00:00+00:00,-0.015,19.18,19.22,0.04,40.0,8.8,19470.0,-37969.2
2014-06-11,201407,SHORT,2014-06-11 02:00:00+00:00,2014-06-11 04:00:00+00:00,2014-06-11 06:00:00+00:00,0.01,19.23,19.215,0.015,15.0,-16.2,19485.0,-37985.4
2014-06-12,201407,SHORT,2014-06-11 22:00:00+00:00,2014-06-12 00:00:00+00:00,2014-06-12 02:00:00+00:00,0.015,19.205,19.165,0.04,40.0,8.8,19525.0,-37976.6
2014-06-12,201407,SHORT,2014-06-12 02:00:00+00:00,2014-06-12 04:00:00+00:00,2014-06-12 06:00:00+00:00,0.025,19.19,19.18,0.01,10.0,-21.2,19535.0,-37997.8
2014-06-13,201407,SHORT,2014-06-12 22:00:00+00:00,2014-06-13 00:00:00+00:00,2014-06-13 02:00:00+00:00,0.015,19.535,19.54,-0.005,-5.0,-36.2,19530.0,-38034.0
2014-06-13,201407,SHORT,2014-06-13 02:30:00+00:00,2014-06-13 04:30:00+00:00,2014-06-13 06:30:00+00:00,0.01,19.54,19.58,-0.04,-40.0,-71.2,19490.0,-38105.2
2014-06-16,201407,SHORT,2014-06-15 22:00:00+00:00,2014-06-16 00:00:00+00:00,2014-06-16 02:00:00+00:00,0.02,19.745,19.775,-0.03,-30.0,-61.2,19460.0,-38166.4
2014-06-16,201407,SHORT,2014-06-16 02:30:00+00:00,2014-06-16 04:30:00+00:00,2014-06-16 06:30:00+00:00,0.065,19.83,19.76,0.07,70.0,38.8,19530.0,-38127.6
2014-06-17,201407,LONG,2014-06-16 22:00:00+00:00,2014-06-17 00:00:00+00:00,2014-06-17 02:00:00+00:00,-0.005,19.675,19.615,-0.06,-60.0,-91.2,19470.0,-38218.8
2014-06-17,201407,LONG,2014-06-17 02:00:00+00:00,2014-06-17 04:00:00+00:00,2014-06-17 06:00:00+00:00,-0.055,19.56,19.565,0.005,5.0,-26.2,19475.0,-38245.0
2014-06-18,201407,SHORT,2014-06-17 22:00:00+00:00,2014-06-18 00:00:00+00:00,2014-06-18 02:00:00+00:00,0.01,19.735,19.725,0.01,10.0,-21.2,19485.0,-38266.2
2014-06-18,201407,LONG,2014-06-18 02:00:00+00:00,2014-06-18 04:00:00+00:00,2014-06-18 06:00:00+00:00,-0.045,19.68,19.68,0.0,0.0,-31.2,19485.0,-38297.4
2014-06-19,201407,SHORT,2014-06-18 22:00:00+00:00,2014-06-19 00:00:00+00:00,2014-06-19 02:00:00+00:00,0.025,19.92,19.85,0.07,70.0,38.8,19555.0,-38258.6
2014-06-19,201407,SHORT,2014-06-19 02:00:00+00:00,2014-06-19 04:00:00+00:00,2014-06-19 06:00:00+00:00,0.02,19.87,19.895,-0.025,-25.0,-56.2,19530.0,-38314.8
2014-06-20,201407,LONG,2014-06-19 22:00:00+00:00,2014-06-20 00:00:00+00:00,2014-06-20 02:00:00+00:00,-0.095,20.725,20.69,-0.035,-35.0,-66.2,19495.0,-38381.0
2014-06-20,201407,SHORT,2014-06-20 02:00:00+00:00,2014-06-20 04:00:00+00:00,2014-06-20 06:00:00+00:00,0.06,20.75,20.75,-0.0,-0.0,-31.2,19495.0,-38412.2
2014-06-23,201407,LONG,2014-06-22 22:00:00+00:00,2014-06-23 00:00:00+00:00,2014-06-23 02:00:00+00:00,-0.015,20.83,20.815,-0.015,-15.0,-46.2,19480.0,-38458.4
2014-06-23,201407,LONG,2014-06-23 02:00:00+00:00,2014-06-23 04:00:00+00:00,2014-06-23 06:00:00+00:00,-0.005,20.81,20.815,0.005,5.0,-26.2,19485.0,-38484.6
2014-06-24,201407,LONG,2014-06-23 22:00:00+00:00,2014-06-24 00:00:00+00:00,2014-06-24 02:00:00+00:00,-0.04,20.845,20.86,0.015,15.0,-16.2,19500.0,-38500.8
2014-06-24,201407,LONG,2014-06-24 02:00:00+00:00,2014-06-24 04:00:00+00:00,2014-06-24 06:00:00+00:00,-0.03,20.83,20.855,0.025,25.0,-6.2,19525.0,-38507.0
2014-06-25,201407,SHORT,2014-06-24 22:00:00+00:00,2014-06-25 00:00:00+00:00,2014-06-25 02:00:00+00:00,0.01,20.92,20.82,0.1,100.0,68.8,19625.0,-38438.2
2014-06-25,201407,LONG,2014-06-25 02:00:00+00:00,2014-06-25 04:00:00+00:00,2014-06-25 06:00:00+00:00,-0.09,20.73,20.82,0.09,90.0,58.8,19715.0,-38379.4
2014-06-26,201407,SHORT,2014-06-25 22:00:00+00:00,2014-06-26 00:00:00+00:00,2014-06-26 02:00:00+00:00,0.005,21.035,20.975,0.06,60.0,28.8,19775.0,-38350.6
2014-06-26,201407,LONG,2014-06-26 02:00:00+00:00,2014-06-26 04:00:00+00:00,2014-06-26 06:00:00+00:00,-0.035,20.94,20.975,0.035,35.0,3.8,19810.0,-38346.8
2014-06-27,201407,SHORT,2014-06-26 22:00:00+00:00,2014-06-27 00:00:00+00:00,2014-06-27 02:00:00+00:00,0.03,21.105,21.085,0.02,20.0,-11.2,19830.0,-38358.0
2014-06-27,201407,SHORT,2014-06-27 02:00:00+00:00,2014-06-27 04:00:00+00:00,2014-06-27 06:00:00+00:00,0.07,21.155,21.13,0.025,25.0,-6.2,19855.0,-38364.2
2014-06-30,201409,SHORT,2014-06-29 22:30:00+00:00,2014-06-30 00:30:00+00:00,2014-06-30 02:30:00+00:00,0.04,21.025,20.925,0.1,100.0,68.8,19955.0,-38295.4
2014-06-30,201409,SHORT,2014-06-30 02:30:00+00:00,2014-06-30 04:30:00+00:00,2014-06-30 06:30:00+00:00,0.05,20.975,20.955,0.02,20.0,-11.2,19975.0,-38306.6
2014-07-01,201409,LONG,2014-06-30 22:00:00+00:00,2014-07-01 00:00:00+00:00,2014-07-01 02:00:00+00:00,-0.015,21.065,21.12,0.055,55.0,23.8,20030.0,-38282.8
2014-07-01,201409,SHORT,2014-07-01 02:00:00+00:00,2014-07-01 04:00:00+00:00,2014-07-01 06:00:00+00:00,0.005,21.125,21.145,-0.02,-20.0,-51.2,20010.0,-38334.0
2014-07-02,201409,LONG,2014-07-01 22:00:00+00:00,2014-07-02 00:00:00+00:00,2014-07-02 02:00:00+00:00,-0.07,21.08,21.07,-0.01,-10.0,-41.2,20000.0,-38375.2
2014-07-02,201409,LONG,2014-07-02 02:30:00+00:00,2014-07-02 04:30:00+00:00,2014-07-02 06:30:00+00:00,-0.015,21.055,21.09,0.035,35.0,3.8,20035.0,-38371.4
2014-07-03,201409,LONG,2014-07-02 22:00:00+00:00,2014-07-03 00:00:00+00:00,2014-07-03 02:00:00+00:00,-0.02,21.185,21.16,-0.025,-25.0,-56.2,20010.0,-38427.6
2014-07-03,201409,LONG,2014-07-03 02:00:00+00:00,2014-07-03 04:00:00+00:00,2014-07-03 06:00:00+00:00,-0.05,21.11,21.11,0.0,0.0,-31.2,20010.0,-38458.8
2014-07-04,201409,SHORT,2014-07-03 22:00:00+00:00,2014-07-04 00:00:00+00:00,2014-07-04 02:00:00+00:00,0.02,21.2,21.14,0.06,60.0,28.8,20070.0,-38430.0
2014-07-04,201409,SHORT,2014-07-04 02:00:00+00:00,2014-07-04 04:00:00+00:00,2014-07-04 06:00:00+00:00,0.03,21.17,21.25,-0.08,-80.0,-111.2,19990.0,-38541.2
2014-07-07,201409,LONG,2014-07-06 22:00:00+00:00,2014-07-07 00:00:00+00:00,2014-07-07 02:00:00+00:00,-0.04,21.135,21.105,-0.03,-30.0,-61.2,19960.0,-38602.4
2014-07-07,201409,SHORT,2014-07-07 02:30:00+00:00,2014-07-07 04:30:00+00:00,2014-07-07 06:30:00+00:00,0.01,21.105,20.975,0.13,130.0,98.8,20090.0,-38503.6
2014-07-08,201409,LONG,2014-07-07 22:00:00+00:00,2014-07-08 00:00:00+00:00,2014-07-08 02:00:00+00:00,-0.035,21.04,21.055,0.015,15.0,-16.2,20105.0,-38519.8
2014-07-08,201409,LONG,2014-07-08 02:00:00+00:00,2014-07-08 04:00:00+00:00,2014-07-08 06:00:00+00:00,-0.015,21.04,21.075,0.035,35.0,3.8,20140.0,-38516.0
2014-07-09,201409,SHORT,2014-07-08 22:00:00+00:00,2014-07-09 00:00:00+00:00,2014-07-09 02:00:00+00:00,0.015,21.085,21.085,-0.0,-0.0,-31.2,20140.0,-38547.2
2014-07-09,201409,SHORT,2014-07-09 02:00:00+00:00,2014-07-09 04:00:00+00:00,2014-07-09 06:00:00+00:00,0.07,21.155,21.16,-0.005,-5.0,-36.2,20135.0,-38583.4
2014-07-10,201409,SHORT,2014-07-09 22:00:00+00:00,2014-07-10 00:00:00+00:00,2014-07-10 02:00:00+00:00,0.005,21.17,21.235,-0.065,-65.0,-96.2,20070.0,-38679.6
2014-07-10,201409,LONG,2014-07-10 02:00:00+00:00,2014-07-10 04:00:00+00:00,2014-07-10 06:00:00+00:00,-0.01,21.225,21.24,0.015,15.0,-16.2,20085.0,-38695.8
2014-07-11,201409,SHORT,2014-07-10 22:00:00+00:00,2014-07-11 00:00:00+00:00,2014-07-11 02:00:00+00:00,0.025,21.51,21.525,-0.015,-15.0,-46.2,20070.0,-38742.0
2014-07-11,201409,LONG,2014-07-11 02:00:00+00:00,2014-07-11 04:00:00+00:00,2014-07-11 06:00:00+00:00,-0.01,21.515,21.52,0.005,5.0,-26.2,20075.0,-38768.2
2014-07-14,201409,LONG,2014-07-13 22:00:00+00:00,2014-07-14 00:00:00+00:00,2014-07-14 02:00:00+00:00,-0.01,21.495,21.46,-0.035,-35.0,-66.2,20040.0,-38834.4
2014-07-14,201409,LONG,2014-07-14 02:00:00+00:00,2014-07-14 04:00:00+00:00,2014-07-14 06:00:00+00:00,-0.125,21.335,21.14,-0.195,-195.0,-226.2,19845.0,-39060.6
2014-07-15,201409,LONG,2014-07-14 22:00:00+00:00,2014-07-15 00:00:00+00:00,2014-07-15 02:00:00+00:00,-0.01,20.955,20.93,-0.025,-25.0,-56.2,19820.0,-39116.8
2014-07-15,201409,SHORT,2014-07-15 02:00:00+00:00,2014-07-15 04:00:00+00:00,2014-07-15 06:00:00+00:00,0.035,20.965,20.965,-0.0,-0.0,-31.2,19820.0,-39148.0
2014-07-16,201409,SHORT,2014-07-15 22:00:00+00:00,2014-07-16 00:00:00+00:00,2014-07-16 02:00:00+00:00,0.025,20.785,20.79,-0.005,-5.0,-36.2,19815.0,-39184.2
2014-07-16,201409,LONG,2014-07-16 02:00:00+00:00,2014-07-16 04:00:00+00:00,2014-07-16 06:00:00+00:00,-0.01,20.78,20.785,0.005,5.0,-26.2,19820.0,-39210.4
2014-07-17,201409,SHORT,2014-07-16 22:00:00+00:00,2014-07-17 00:00:00+00:00,2014-07-17 02:00:00+00:00,0.02,20.815,20.835,-0.02,-20.0,-51.2,19800.0,-39261.6
2014-07-17,201409,SHORT,2014-07-17 02:00:00+00:00,2014-07-17 04:00:00+00:00,2014-07-17 06:00:00+00:00,0.055,20.89,20.9,-0.01,-10.0,-41.2,19790.0,-39302.8
2014-07-18,201409,LONG,2014-07-17 22:30:00+00:00,2014-07-18 00:30:00+00:00,2014-07-18 02:30:00+00:00,-0.035,21.225,21.16,-0.065,-65.0,-96.2,19725.0,-39399.0
2014-07-18,201409,LONG,2014-07-18 02:30:00+00:00,2014-07-18 04:30:00+00:00,2014-07-18 06:30:00+00:00,-0.055,21.105,21.09,-0.015,-15.0,-46.2,19710.0,-39445.2
2014-07-21,201409,LONG,2014-07-20 22:00:00+00:00,2014-07-21 00:00:00+00:00,2014-07-21 02:00:00+00:00,-0.025,20.9,20.94,0.04,40.0,8.8,19750.0,-39436.4
2014-07-21,201409,SHORT,2014-07-21 02:00:00+00:00,2014-07-21 04:00:00+00:00,2014-07-21 06:00:00+00:00,0.02,20.96,20.95,0.01,10.0,-21.2,19760.0,-39457.6
2014-07-22,201409,LONG,2014-07-21 22:00:00+00:00,2014-07-22 00:00:00+00:00,2014-07-22 02:00:00+00:00,-0.005,20.955,20.985,0.03,30.0,-1.2,19790.0,-39458.8
2014-07-22,201409,LONG,2014-07-22 02:00:00+00:00,2014-07-22 04:00:00+00:00,2014-07-22 06:00:00+00:00,-0.04,20.945,20.905,-0.04,-40.0,-71.2,19750.0,-39530.0
2014-07-23,201409,LONG,2014-07-22 22:00:00+00:00,2014-07-23 00:00:00+00:00,2014-07-23 02:00:00+00:00,-0.01,21.005,21.03,0.025,25.0,-6.2,19775.0,-39536.2
2014-07-23,201409,LONG,2014-07-23 02:00:00+00:00,2014-07-23 04:00:00+00:00,2014-07-23 06:00:00+00:00,-0.035,20.995,20.995,0.0,0.0,-31.2,19775.0,-39567.4
2014-07-24,201409,LONG,2014-07-23 22:00:00+00:00,2014-07-24 00:00:00+00:00,2014-07-24 02:00:00+00:00,-0.015,20.955,20.86,-0.095,-95.0,-126.2,19680.0,-39693.6
2014-07-24,201409,LONG,2014-07-24 02:00:00+00:00,2014-07-24 04:00:00+00:00,2014-07-24 06:00:00+00:00,-0.015,20.845,20.855,0.01,10.0,-21.2,19690.0,-39714.8
2014-07-25,201409,LONG,2014-07-24 22:00:00+00:00,2014-07-25 00:00:00+00:00,2014-07-25 02:00:00+00:00,-0.05,20.36,20.485,0.125,125.0,93.8,19815.0,-39621.0
2014-07-25,201409,LONG,2014-07-25 02:00:00+00:00,2014-07-25 04:00:00+00:00,2014-07-25 06:00:00+00:00,-0.025,20.46,20.49,0.03,30.0,-1.2,19845.0,-39622.2
2014-07-28,201409,SHORT,2014-07-27 22:00:00+00:00,2014-07-28 00:00:00+00:00,2014-07-28 02:00:00+00:00,0.01,20.735,20.64,0.095,95.0,63.8,19940.0,-39558.4
2014-07-28,201409,SHORT,2014-07-28 02:00:00+00:00,2014-07-28 04:00:00+00:00,2014-07-28 06:00:00+00:00,0.07,20.71,20.68,0.03,30.0,-1.2,19970.0,-39559.6
2014-07-29,201409,LONG,2014-07-28 22:00:00+00:00,2014-07-29 00:00:00+00:00,2014-07-29 02:00:00+00:00,-0.005,20.62,20.61,-0.01,-10.0,-41.2,19960.0,-39600.8
2014-07-29,201409,SHORT,2014-07-29 02:00:00+00:00,2014-07-29 04:00:00+00:00,2014-07-29 06:00:00+00:00,0.005,20.615,20.59,0.025,25.0,-6.2,19985.0,-39607.0
2014-07-30,201409,SHORT,2014-07-29 22:30:00+00:00,2014-07-30 00:30:00+00:00,2014-07-30 02:30:00+00:00,0.005,20.61,20.605,0.005,5.0,-26.2,19990.0,-39633.2
2014-07-30,201409,SHORT,2014-07-30 02:30:00+00:00,2014-07-30 04:30:00+00:00,2014-07-30 06:30:00+00:00,0.02,20.625,20.64,-0.015,-15.0,-46.2,19975.0,-39679.4
2014-07-31,201409,LONG,2014-07-30 22:00:00+00:00,2014-07-31 00:00:00+00:00,2014-07-31 02:00:00+00:00,-0.03,20.63,20.615,-0.015,-15.0,-46.2,19960.0,-39725.6
2014-07-31,201409,SHORT,2014-07-31 02:00:00+00:00,2014-07-31 04:00:00+00:00,2014-07-31 06:00:00+00:00,0.015,20.63,20.64,-0.01,-10.0,-41.2,19950.0,-39766.8
2014-08-01,201409,SHORT,2014-07-31 22:30:00+00:00,2014-08-01 00:30:00+00:00,2014-08-01 02:30:00+00:00,0.03,20.415,20.425,-0.01,-10.0,-41.2,19940.0,-39808.0
2014-08-01,201409,LONG,2014-08-01 02:30:00+00:00,2014-08-01 04:30:00+00:00,2014-08-01 06:30:00+00:00,-0.035,20.39,20.425,0.035,35.0,3.8,19975.0,-39804.2
