session_date,dir,entry_utc,exit_utc,gc_in,gc_out,si_in,si_out,si_per_gc,gross_usd,net_usd,cum_gross
2010-11-22,SHORT_GC,2010-11-22 03:00:00+00:00,2010-11-22 07:00:00+00:00,1361.0,1366.5,27.66,27.92,0.5248,81.46,56.75,81.46
2010-11-22,SHORT_GC,2010-11-22 11:00:00+00:00,2010-11-22 15:00:00+00:00,1358.7,1355.8,27.525,27.395,0.5248,-39.23,-63.94,42.23
2010-11-23,SHORT_GC,2010-11-23 03:00:00+00:00,2010-11-23 07:00:00+00:00,1364.0,1367.5,27.645,27.68,0.4901,-17.85,-42.56,24.38
2010-11-23,SHORT_GC,2010-11-23 11:00:00+00:00,2010-11-23 15:00:00+00:00,1363.7,1381.2,27.355,27.73,0.4901,8.8,-15.91,33.18
2010-11-24,LONG_GC,2010-11-24 03:00:00+00:00,2010-11-24 07:00:00+00:00,1375.9,1379.6,27.62,27.65,0.5001,22.0,-2.71,55.18
2010-11-24,SHORT_GC,2010-11-24 11:00:00+00:00,2010-11-24 15:00:00+00:00,1377.5,1373.7,27.51,27.38,0.5001,-27.02,-51.73,28.16
2010-11-26,SHORT_GC,2010-11-26 03:00:00+00:00,2010-11-26 07:00:00+00:00,1374.5,1367.0,27.525,27.21,0.4971,-81.58,-106.29,-53.42
2010-11-26,SHORT_GC,2010-11-26 11:00:00+00:00,2010-11-26 15:00:00+00:00,1363.6,1356.1,26.755,26.91,0.4971,152.05,127.34,98.63
2010-11-29,LONG_GC,2010-11-29 03:00:00+00:00,2010-11-29 07:00:00+00:00,1364.8,1367.0,26.88,27.085,0.5104,-82.63,-107.34,16.0
2010-11-29,SHORT_GC,2010-11-29 11:00:00+00:00,2010-11-29 15:00:00+00:00,1361.1,1362.8,26.76,26.75,0.5104,-22.1,-46.81,-6.1
2010-11-30,SHORT_GC,2010-11-30 03:00:00+00:00,2010-11-30 07:00:00+00:00,1366.4,1369.3,27.17,27.24,0.503,6.21,-18.5,0.11
2010-11-30,SHORT_GC,2010-11-30 11:00:00+00:00,2010-11-30 15:00:00+00:00,1375.1,1386.2,27.23,27.765,0.503,158.1,133.39,158.21
2010-12-01,SHORT_GC,2010-12-01 03:00:00+00:00,2010-12-01 07:00:00+00:00,1389.1,1394.4,28.105,28.45,0.4931,117.12,92.41,275.33
2010-12-01,LONG_GC,2010-12-01 11:00:00+00:00,2010-12-01 15:00:00+00:00,1395.7,1386.2,28.69,28.35,0.4931,72.65,47.94,347.98
2010-12-02,LONG_GC,2010-12-02 03:00:00+00:00,2010-12-02 07:00:00+00:00,1393.0,1394.7,28.595,28.655,0.4874,-12.24,-36.95,335.74
2010-12-02,SHORT_GC,2010-12-02 11:00:00+00:00,2010-12-02 15:00:00+00:00,1390.9,1393.3,28.575,28.85,0.4874,110.02,85.31,445.76
2010-12-03,LONG_GC,2010-12-03 03:00:00+00:00,2010-12-03 07:00:00+00:00,1392.1,1392.5,28.8,28.83,0.4849,-10.55,-35.26,435.21
2010-12-03,SHORT_GC,2010-12-03 11:00:00+00:00,2010-12-03 15:00:00+00:00,1391.7,1407.8,28.79,29.245,0.4849,59.61,34.9,494.82
2010-12-06,LONG_GC,2010-12-06 03:00:00+00:00,2010-12-06 07:00:00+00:00,1412.7,1417.3,29.78,29.825,0.481,24.36,-0.35,519.18
2010-12-06,SHORT_GC,2010-12-06 11:00:00+00:00,2010-12-06 15:00:00+00:00,1413.4,1416.2,29.635,29.765,0.481,34.53,9.82,553.71
2010-12-07,LONG_GC,2010-12-07 03:00:00+00:00,2010-12-07 07:00:00+00:00,1424.4,1422.3,30.315,30.11,0.4729,75.94,51.23,629.65
2010-12-07,LONG_GC,2010-12-07 11:00:00+00:00,2010-12-07 15:00:00+00:00,1429.5,1413.6,30.53,30.11,0.4729,39.62,14.91,669.27
2010-12-08,SHORT_GC,2010-12-08 03:00:00+00:00,2010-12-08 07:00:00+00:00,1392.2,1392.3,28.7,28.82,0.4889,57.67,32.96,726.94
2010-12-08,LONG_GC,2010-12-08 11:00:00+00:00,2010-12-08 15:00:00+00:00,1397.0,1376.4,29.13,28.32,0.4889,190.04,165.33,916.98
2010-12-09,LONG_GC,2010-12-09 03:00:00+00:00,2010-12-09 07:00:00+00:00,1388.4,1387.8,28.705,28.64,0.4868,25.64,0.93,942.62
2010-12-09,SHORT_GC,2010-12-09 11:00:00+00:00,2010-12-09 15:00:00+00:00,1385.3,1385.3,28.555,28.765,0.4868,102.22,77.51,1044.84
2010-12-10,LONG_GC,2010-12-10 03:00:00+00:00,2010-12-10 07:00:00+00:00,1390.8,1392.4,28.96,28.98,0.4824,6.35,-18.36,1051.19
2010-12-10,SHORT_GC,2010-12-10 11:00:00+00:00,2010-12-10 15:00:00+00:00,1389.5,1376.0,28.76,28.18,0.4824,-144.78,-169.49,906.41
2010-12-13,LONG_GC,2010-12-13 03:00:00+00:00,2010-12-13 07:00:00+00:00,1388.1,1392.5,28.95,29.23,0.4829,-91.2,-115.91,815.21
2010-12-13,LONG_GC,2010-12-13 11:00:00+00:00,2010-12-13 15:00:00+00:00,1391.3,1397.2,29.215,29.69,0.4829,-170.36,-195.07,644.85
2010-12-14,LONG_GC,2010-12-14 03:00:00+00:00,2010-12-14 07:00:00+00:00,1404.4,1404.3,29.845,29.855,0.4716,-5.72,-30.43,639.13
2010-12-14,SHORT_GC,2010-12-14 11:00:00+00:00,2010-12-14 15:00:00+00:00,1406.4,1397.6,29.86,29.565,0.4716,-51.12,-75.83,588.01
2010-12-15,SHORT_GC,2010-12-15 03:00:00+00:00,2010-12-15 07:00:00+00:00,1396.5,1391.1,29.55,29.28,0.4729,-73.69,-98.4,514.32
2010-12-15,SHORT_GC,2010-12-15 11:00:00+00:00,2010-12-15 15:00:00+00:00,1389.9,1387.8,29.09,29.235,0.4729,89.57,64.86,603.89
2010-12-16,LONG_GC,2010-12-16 05:00:00+00:00,2010-12-16 09:00:00+00:00,1381.5,1386.8,29.03,29.21,0.4784,-33.11,-57.82,570.78
2010-12-16,LONG_GC,2010-12-16 13:00:00+00:00,2010-12-16 17:00:00+00:00,1377.4,1369.5,29.035,28.7,0.4784,81.25,56.54,652.03
2010-12-17,LONG_GC,2010-12-17 03:00:00+00:00,2010-12-17 07:00:00+00:00,1377.0,1376.3,29.28,29.14,0.474,59.36,34.65,711.39
2010-12-17,SHORT_GC,2010-12-17 11:00:00+00:00,2010-12-17 15:00:00+00:00,1372.4,1371.1,28.87,29.01,0.474,79.36,54.65,790.75
2010-12-20,SHORT_GC,2010-12-20 03:00:00+00:00,2010-12-20 07:00:00+00:00,1384.8,1387.3,29.37,29.395,0.4709,-13.23,-37.94,777.52
2010-12-20,SHORT_GC,2010-12-20 11:00:00+00:00,2010-12-20 15:00:00+00:00,1381.5,1378.0,29.14,28.87,0.4709,-92.16,-116.87,685.36
2010-12-21,SHORT_GC,2010-12-21 03:00:00+00:00,2010-12-21 07:00:00+00:00,1387.6,1389.1,29.365,29.43,0.4718,15.67,-9.04,701.03
2010-12-21,SHORT_GC,2010-12-21 11:00:00+00:00,2010-12-21 15:00:00+00:00,1387.4,1385.6,29.37,29.31,0.4718,-10.31,-35.02,690.72
2010-12-22,SHORT_GC,2010-12-22 03:00:00+00:00,2010-12-22 07:00:00+00:00,1390.7,1389.3,29.42,29.375,0.4715,-7.22,-31.93,683.5
2010-12-22,LONG_GC,2010-12-22 11:00:00+00:00,2010-12-22 15:00:00+00:00,1390.2,1387.2,29.43,29.355,0.4715,5.37,-19.34,688.87
2010-12-23,SHORT_GC,2010-12-23 03:00:00+00:00,2010-12-23 07:00:00+00:00,1388.0,1387.7,29.325,29.35,0.4737,14.84,-9.87,703.71
2010-12-23,SHORT_GC,2010-12-23 11:00:00+00:00,2010-12-23 15:00:00+00:00,1383.7,1376.1,29.22,29.18,0.4737,57.05,32.34,760.76
2010-12-27,LONG_GC,2010-12-27 03:00:00+00:00,2010-12-27 07:00:00+00:00,1384.3,1386.2,29.265,29.34,0.4708,-16.31,-41.02,744.45
2010-12-27,SHORT_GC,2010-12-27 11:00:00+00:00,2010-12-27 15:00:00+00:00,1383.4,1382.7,29.25,29.235,0.4708,-0.06,-24.77,744.39
2010-12-28,LONG_GC,2010-12-28 03:00:00+00:00,2010-12-28 07:00:00+00:00,1391.4,1390.8,29.53,29.42,0.4725,45.97,21.26,790.36
2010-12-28,SHORT_GC,2010-12-28 11:00:00+00:00,2010-12-28 15:00:00+00:00,1397.9,1403.8,29.565,29.825,0.4725,63.84,39.13,854.2
2010-12-29,SHORT_GC,2010-12-29 03:00:00+00:00,2010-12-29 07:00:00+00:00,1405.1,1407.5,30.23,30.405,0.4639,57.19,32.48,911.39
2010-12-29,LONG_GC,2010-12-29 11:00:00+00:00,2010-12-29 15:00:00+00:00,1404.4,1412.4,30.38,30.63,0.4639,-35.98,-60.69,875.41
2010-12-30,LONG_GC,2010-12-30 03:00:00+00:00,2010-12-30 07:00:00+00:00,1413.7,1412.5,30.755,30.77,0.4614,-18.92,-43.63,856.49
2010-12-30,LONG_GC,2010-12-30 11:00:00+00:00,2010-12-30 15:00:00+00:00,1411.6,1407.6,30.79,30.615,0.4614,40.74,16.03,897.23
2010-12-31,LONG_GC,2010-12-31 03:00:00+00:00,2010-12-31 07:00:00+00:00,1408.2,1410.5,30.675,30.74,0.4612,-6.98,-31.69,890.25
2010-12-31,SHORT_GC,2010-12-31 11:00:00+00:00,2010-12-31 15:00:00+00:00,1413.4,1414.3,30.74,30.73,0.4612,-13.61,-38.32,876.64
2011-01-03,SHORT_GC,2011-01-03 03:00:00+00:00,2011-01-03 07:00:00+00:00,1416.3,1419.2,30.81,30.975,0.4597,46.86,22.15,923.5
2011-01-03,LONG_GC,2011-01-03 11:00:00+00:00,2011-01-03 15:00:00+00:00,1420.2,1419.2,31.145,30.985,0.4597,63.56,38.85,987.06
2011-01-04,LONG_GC,2011-01-04 03:00:00+00:00,2011-01-04 07:00:00+00:00,1416.3,1415.1,30.76,30.775,0.4613,-18.92,-43.63,968.14
2011-01-04,LONG_GC,2011-01-04 11:00:00+00:00,2011-01-04 15:00:00+00:00,1407.9,1387.7,30.755,30.105,0.4613,97.85,73.14,1065.99
2011-01-05,SHORT_GC,2011-01-05 03:00:00+00:00,2011-01-05 07:00:00+00:00,1383.3,1383.1,29.67,29.58,0.4634,-39.71,-64.42,1026.28
2011-01-05,SHORT_GC,2011-01-05 11:00:00+00:00,2011-01-05 15:00:00+00:00,1380.3,1368.7,29.315,28.92,0.4634,-67.05,-91.76,959.23
2011-01-06,LONG_GC,2011-01-06 03:00:00+00:00,2011-01-06 07:00:00+00:00,1376.5,1379.7,29.435,29.44,0.471,29.64,4.93,988.87
2011-01-06,SHORT_GC,2011-01-06 11:00:00+00:00,2011-01-06 15:00:00+00:00,1373.4,1366.8,29.175,28.99,0.471,-21.14,-45.85,967.73
2011-01-07,SHORT_GC,2011-01-07 03:00:00+00:00,2011-01-07 07:00:00+00:00,1370.5,1366.8,29.005,28.8,0.4717,-59.7,-84.41,908.03
2011-01-07,SHORT_GC,2011-01-07 11:00:00+00:00,2011-01-07 15:00:00+00:00,1357.9,1373.2,28.45,29.175,0.4717,188.98,164.27,1097.01
2011-01-10,LONG_GC,2011-01-10 03:00:00+00:00,2011-01-10 07:00:00+00:00,1374.2,1374.4,28.97,28.96,0.477,6.77,-17.94,1103.78
2011-01-10,SHORT_GC,2011-01-10 11:00:00+00:00,2011-01-10 15:00:00+00:00,1370.0,1371.3,28.825,29.0,0.477,70.47,45.76,1174.25
2011-01-11,LONG_GC,2011-01-11 03:00:00+00:00,2011-01-11 07:00:00+00:00,1376.0,1378.5,29.17,29.235,0.4728,-5.73,-30.44,1168.52
2011-01-11,LONG_GC,2011-01-11 11:00:00+00:00,2011-01-11 15:00:00+00:00,1382.0,1375.5,29.35,29.43,0.4728,-102.82,-127.53,1065.7
2011-01-12,LONG_GC,2011-01-12 03:00:00+00:00,2011-01-12 07:00:00+00:00,1385.8,1385.0,29.775,29.73,0.4677,13.05,-11.66,1078.75
2011-01-12,SHORT_GC,2011-01-12 11:00:00+00:00,2011-01-12 15:00:00+00:00,1382.4,1377.2,29.625,29.465,0.4677,-22.83,-47.54,1055.92
2011-01-13,SHORT_GC,2011-01-13 03:00:00+00:00,2011-01-13 07:00:00+00:00,1386.7,1384.2,29.665,29.495,0.4681,-54.58,-79.29,1001.34
2011-01-13,SHORT_GC,2011-01-13 11:00:00+00:00,2011-01-13 15:00:00+00:00,1379.1,1383.5,29.25,29.415,0.4681,33.24,8.53,1034.58
2011-01-14,LONG_GC,2011-01-14 03:00:00+00:00,2011-01-14 07:00:00+00:00,1376.2,1375.0,28.865,28.88,0.4783,-19.17,-43.88,1015.41
2011-01-14,SHORT_GC,2011-01-14 11:00:00+00:00,2011-01-14 15:00:00+00:00,1369.0,1363.7,28.635,28.555,0.4783,14.74,-9.97,1030.15
2011-01-17,SHORT_GC,2011-01-17 03:00:00+00:00,2011-01-17 07:00:00+00:00,1364.6,1361.4,28.525,28.325,0.478,-63.6,-88.31,966.55
2011-01-17,SHORT_GC,2011-01-17 11:00:00+00:00,2011-01-17 15:00:00+00:00,1360.1,1360.4,28.24,28.28,0.478,16.12,-8.59,982.67
2011-01-18,SHORT_GC,2011-01-18 03:00:00+00:00,2011-01-18 07:00:00+00:00,1362.8,1366.5,28.315,28.48,0.4806,42.3,17.59,1024.97
2011-01-18,LONG_GC,2011-01-18 11:00:00+00:00,2011-01-18 15:00:00+00:00,1369.2,1370.2,28.825,28.985,0.4806,-66.9,-91.61,958.07
2011-01-19,LONG_GC,2011-01-19 03:00:00+00:00,2011-01-19 07:00:00+00:00,1372.9,1374.7,29.14,29.24,0.4733,-29.33,-54.04,928.74
2011-01-19,LONG_GC,2011-01-19 11:00:00+00:00,2011-01-19 15:00:00+00:00,1371.9,1369.6,29.205,28.935,0.4733,104.8,80.09,1033.54
2011-01-20,SHORT_GC,2011-01-20 03:00:00+00:00,2011-01-20 07:00:00+00:00,1369.0,1363.7,28.69,28.4,0.4762,-85.1,-109.81,948.44
2011-01-20,LONG_GC,2011-01-20 11:00:00+00:00,2011-01-20 15:00:00+00:00,1364.2,1345.1,28.52,27.445,0.4762,320.9,296.19,1269.34
2011-01-21,LONG_GC,2011-01-21 03:00:00+00:00,2011-01-21 07:00:00+00:00,1347.8,1347.7,27.565,27.345,0.4901,106.82,82.11,1376.16
2011-01-21,SHORT_GC,2011-01-21 11:00:00+00:00,2011-01-21 15:00:00+00:00,1342.1,1340.3,27.225,27.3,0.4901,54.76,30.05,1430.92
2011-01-24,LONG_GC,2011-01-24 03:00:00+00:00,2011-01-24 07:00:00+00:00,1351.8,1349.8,27.9,27.905,0.488,-22.44,-47.15,1408.48
2011-01-24,SHORT_GC,2011-01-24 11:00:00+00:00,2011-01-24 15:00:00+00:00,1345.5,1344.0,27.425,27.34,0.488,-26.48,-51.19,1382.0
2011-01-25,SHORT_GC,2011-01-25 03:00:00+00:00,2011-01-25 07:00:00+00:00,1332.6,1331.8,26.835,26.75,0.4953,-34.1,-58.81,1347.9
2011-01-25,LONG_GC,2011-01-25 11:00:00+00:00,2011-01-25 15:00:00+00:00,1326.9,1327.0,26.76,26.78,0.4953,-8.91,-33.62,1338.99
2011-01-26,LONG_GC,2011-01-26 03:00:00+00:00,2011-01-26 07:00:00+00:00,1333.1,1336.5,26.92,27.0,0.4956,-5.65,-30.36,1333.34
2011-01-26,LONG_GC,2011-01-26 11:00:00+00:00,2011-01-26 15:00:00+00:00,1335.8,1328.4,27.04,26.865,0.4956,12.73,-11.98,1346.07
2011-01-27,LONG_GC,2011-01-27 03:00:00+00:00,2011-01-27 07:00:00+00:00,1345.9,1343.4,27.705,27.55,0.4879,50.63,25.92,1396.7
2011-01-27,LONG_GC,2011-01-27 11:00:00+00:00,2011-01-27 15:00:00+00:00,1338.7,1333.6,27.48,27.645,0.4879,-131.51,-156.22,1265.19
2011-01-28,SHORT_GC,2011-01-28 03:00:00+00:00,2011-01-28 07:00:00+00:00,1313.8,1312.9,26.67,26.675,0.4886,11.44,-13.27,1276.63
2011-01-28,LONG_GC,2011-01-28 11:00:00+00:00,2011-01-28 15:00:00+00:00,1313.5,1323.3,26.765,27.385,0.4886,-204.91,-229.62,1071.72
2011-01-31,SHORT_GC,2011-01-31 03:00:00+00:00,2011-01-31 07:00:00+00:00,1340.1,1338.4,28.1,27.99,0.4785,-35.64,-60.35,1036.08
2011-01-31,LONG_GC,2011-01-31 11:00:00+00:00,2011-01-31 15:00:00+00:00,1329.0,1330.9,27.805,28.02,0.4785,-83.89,-108.6,952.19
2011-02-01,SHORT_GC,2011-02-01 03:00:00+00:00,2011-02-01 07:00:00+00:00,1337.9,1340.8,28.155,28.255,0.4759,18.59,-6.12,970.78
2011-02-01,LONG_GC,2011-02-01 11:00:00+00:00,2011-02-01 15:00:00+00:00,1339.2,1329.6,28.3,28.03,0.4759,32.49,7.78,1003.27
2011-02-02,LONG_GC,2011-02-02 03:00:00+00:00,2011-02-02 07:00:00+00:00,1343.0,1337.7,28.635,28.46,0.4702,29.29,4.58,1032.56
2011-02-02,SHORT_GC,2011-02-02 11:00:00+00:00,2011-02-02 15:00:00+00:00,1336.5,1337.1,28.36,28.455,0.4702,38.67,13.96,1071.23
2011-02-03,LONG_GC,2011-02-03 03:00:00+00:00,2011-02-03 07:00:00+00:00,1335.4,1329.9,28.35,28.27,0.4721,-17.24,-41.95,1053.99
2011-02-03,SHORT_GC,2011-02-03 11:00:00+00:00,2011-02-03 15:00:00+00:00,1333.1,1329.5,28.3,28.07,0.4721,-72.57,-97.28,981.42
2011-02-04,LONG_GC,2011-02-04 03:00:00+00:00,2011-02-04 07:00:00+00:00,1351.5,1351.2,28.815,28.8,0.469,4.03,-20.68,985.45
2011-02-04,LONG_GC,2011-02-04 11:00:00+00:00,2011-02-04 15:00:00+00:00,1350.1,1357.1,28.835,29.22,0.469,-110.56,-135.27,874.89
2011-02-07,LONG_GC,2011-02-07 03:00:00+00:00,2011-02-07 07:00:00+00:00,1347.1,1348.6,29.125,29.2,0.4635,-19.76,-44.47,855.13
2011-02-07,LONG_GC,2011-02-07 11:00:00+00:00,2011-02-07 15:00:00+00:00,1347.9,1350.8,29.24,29.22,0.4635,38.27,13.56,893.4
2011-02-08,LONG_GC,2011-02-08 03:00:00+00:00,2011-02-08 07:00:00+00:00,1351.5,1352.5,29.395,29.49,0.4601,-33.71,-58.42,859.69
2011-02-08,SHORT_GC,2011-02-08 11:00:00+00:00,2011-02-08 15:00:00+00:00,1354.5,1364.5,29.465,29.915,0.4601,107.07,82.36,966.76
2011-02-09,SHORT_GC,2011-02-09 03:00:00+00:00,2011-02-09 07:00:00+00:00,1363.0,1365.5,30.095,30.185,0.4499,15.49,-9.22,982.25
2011-02-09,LONG_GC,2011-02-09 11:00:00+00:00,2011-02-09 15:00:00+00:00,1364.1,1365.8,30.185,30.41,0.4499,-84.23,-108.94,898.02
2011-02-10,SHORT_GC,2011-02-10 03:00:00+00:00,2011-02-10 07:00:00+00:00,1363.2,1362.1,30.15,30.06,0.4524,-29.72,-54.43,868.3
2011-02-10,SHORT_GC,2011-02-10 11:00:00+00:00,2011-02-10 15:00:00+00:00,1358.0,1355.2,29.75,29.91,0.4524,100.38,75.67,968.68
2011-02-11,SHORT_GC,2011-02-11 03:00:00+00:00,2011-02-11 07:00:00+00:00,1364.6,1364.7,30.105,30.085,0.4521,-10.04,-34.75,958.64
2011-02-11,LONG_GC,2011-02-11 11:00:00+00:00,2011-02-11 15:00:00+00:00,1361.0,1367.4,30.025,30.195,0.4521,-12.85,-37.56,945.79
2011-02-14,SHORT_GC,2011-02-14 03:00:00+00:00,2011-02-14 07:00:00+00:00,1357.5,1360.1,29.855,29.97,0.4544,26.26,1.55,972.05
2011-02-14,LONG_GC,2011-02-14 11:00:00+00:00,2011-02-14 15:00:00+00:00,1358.6,1365.0,30.115,30.575,0.4544,-145.04,-169.75,827.01
2011-02-15,LONG_GC,2011-02-15 03:00:00+00:00,2011-02-15 07:00:00+00:00,1365.0,1365.4,30.595,30.52,0.4458,37.43,12.72,864.44
2011-02-15,SHORT_GC,2011-02-15 11:00:00+00:00,2011-02-15 15:00:00+00:00,1373.5,1372.9,30.69,30.635,0.4458,-18.52,-43.23,845.92
2011-02-16,SHORT_GC,2011-02-16 03:00:00+00:00,2011-02-16 07:00:00+00:00,1374.0,1376.8,30.715,30.775,0.4469,-1.18,-25.89,844.74
2011-02-16,LONG_GC,2011-02-16 11:00:00+00:00,2011-02-16 15:00:00+00:00,1372.4,1370.7,30.7,30.435,0.4469,101.43,76.72,946.17
2011-02-17,SHORT_GC,2011-02-17 03:00:00+00:00,2011-02-17 07:00:00+00:00,1377.6,1379.2,30.655,30.725,0.4487,15.41,-9.3,961.58
2011-02-17,SHORT_GC,2011-02-17 11:00:00+00:00,2011-02-17 15:00:00+00:00,1378.3,1381.4,30.63,30.89,0.4487,85.67,60.96,1047.25
2011-02-18,SHORT_GC,2011-02-18 03:00:00+00:00,2011-02-18 07:00:00+00:00,1384.4,1386.3,31.67,31.67,0.4366,-19.0,-43.71,1028.25
2011-02-18,LONG_GC,2011-02-18 11:00:00+00:00,2011-02-18 15:00:00+00:00,1386.7,1384.0,31.835,32.025,0.4366,-109.96,-134.67,918.29
2011-02-21,LONG_GC,2011-02-21 03:00:00+00:00,2011-02-21 07:00:00+00:00,1395.0,1397.2,32.965,33.29,0.4259,-116.43,-141.14,801.86
2011-02-21,LONG_GC,2011-02-21 11:00:00+00:00,2011-02-21 15:00:00+00:00,1404.1,1404.8,33.475,33.75,0.4259,-110.13,-134.84,691.73
2011-02-22,SHORT_GC,2011-02-22 03:00:00+00:00,2011-02-22 07:00:00+00:00,1402.7,1400.5,33.325,33.275,0.4154,1.23,-23.48,692.96
2011-02-22,SHORT_GC,2011-02-22 11:00:00+00:00,2011-02-22 15:00:00+00:00,1396.5,1403.2,32.86,32.975,0.4154,-19.23,-43.94,673.73
2011-02-23,SHORT_GC,2011-02-23 03:00:00+00:00,2011-02-23 07:00:00+00:00,1400.0,1400.9,33.055,32.815,0.4236,-110.67,-135.38,563.06
2011-02-23,LONG_GC,2011-02-23 11:00:00+00:00,2011-02-23 15:00:00+00:00,1402.1,1413.4,33.005,33.685,0.4236,-175.06,-199.77,388.0
2011-02-24,LONG_GC,2011-02-24 03:00:00+00:00,2011-02-24 07:00:00+00:00,1411.1,1412.9,33.515,33.64,0.4215,-34.68,-59.39,353.32
2011-02-24,SHORT_GC,2011-02-24 11:00:00+00:00,2011-02-24 15:00:00+00:00,1416.3,1413.8,33.35,33.25,0.4215,-17.15,-41.86,336.17
2011-02-25,LONG_GC,2011-02-25 03:00:00+00:00,2011-02-25 07:00:00+00:00,1404.7,1408.8,32.525,32.835,0.4373,-94.55,-119.26,241.62
2011-02-25,LONG_GC,2011-02-25 11:00:00+00:00,2011-02-25 15:00:00+00:00,1402.3,1405.9,32.82,32.775,0.4373,55.68,30.97,297.3
2011-02-28,LONG_GC,2011-02-28 03:00:00+00:00,2011-02-28 07:00:00+00:00,1414.8,1416.0,33.575,33.62,0.4232,-7.04,-31.75,290.26
2011-02-28,SHORT_GC,2011-02-28 11:00:00+00:00,2011-02-28 15:00:00+00:00,1411.7,1414.0,33.44,33.855,0.4232,152.63,127.92,442.89
2011-03-01,SHORT_GC,2011-03-01 03:00:00+00:00,2011-03-01 07:00:00+00:00,1412.4,1415.2,33.885,34.15,0.4159,82.22,57.51,525.11
2011-03-01,LONG_GC,2011-03-01 11:00:00+00:00,2011-03-01 15:00:00+00:00,1418.6,1422.8,34.285,34.315,0.4159,29.52,4.81,554.63
2011-03-02,SHORT_GC,2011-03-02 03:00:00+00:00,2011-03-02 07:00:00+00:00,1429.6,1429.6,34.525,34.49,0.4136,-14.48,-39.19,540.15
2011-03-02,LONG_GC,2011-03-02 11:00:00+00:00,2011-03-02 15:00:00+00:00,1433.3,1437.3,34.61,34.785,0.4136,-32.38,-57.09,507.77
2011-03-03,LONG_GC,2011-03-03 03:00:00+00:00,2011-03-03 07:00:00+00:00,1434.6,1427.4,34.695,34.435,0.4145,35.76,11.05,543.53
2011-03-03,LONG_GC,2011-03-03 11:00:00+00:00,2011-03-03 15:00:00+00:00,1430.2,1423.3,34.62,34.455,0.4145,-0.61,-25.32,542.92
2011-03-04,LONG_GC,2011-03-04 03:00:00+00:00,2011-03-04 07:00:00+00:00,1418.4,1417.5,34.41,34.435,0.4139,-19.35,-44.06,523.57
2011-03-04,LONG_GC,2011-03-04 11:00:00+00:00,2011-03-04 15:00:00+00:00,1418.0,1431.3,34.475,35.26,0.4139,-191.9,-216.61,331.67
2011-03-07,LONG_GC,2011-03-07 03:00:00+00:00,2011-03-07 07:00:00+00:00,1438.5,1438.0,36.39,36.335,0.4022,17.12,-7.59,348.79
2011-03-07,LONG_GC,2011-03-07 11:00:00+00:00,2011-03-07 15:00:00+00:00,1441.7,1436.8,36.575,36.52,0.4022,-26.88,-51.59,321.91
2011-03-08,SHORT_GC,2011-03-08 03:00:00+00:00,2011-03-08 07:00:00+00:00,1430.9,1427.6,35.755,35.67,0.3987,-0.89,-25.6,321.02
2011-03-08,LONG_GC,2011-03-08 11:00:00+00:00,2011-03-08 15:00:00+00:00,1434.7,1429.5,36.37,35.965,0.3987,109.47,84.76,430.49
2011-03-09,SHORT_GC,2011-03-09 03:00:00+00:00,2011-03-09 07:00:00+00:00,1427.5,1427.0,36.035,35.93,0.3967,-36.65,-61.36,393.84
2011-03-09,LONG_GC,2011-03-09 11:00:00+00:00,2011-03-09 15:00:00+00:00,1430.1,1434.0,36.145,36.225,0.3967,7.27,-17.44,401.11
2011-03-10,SHORT_GC,2011-03-10 03:00:00+00:00,2011-03-10 07:00:00+00:00,1429.1,1430.4,35.98,36.065,0.3961,20.67,-4.04,421.78
2011-03-10,SHORT_GC,2011-03-10 11:00:00+00:00,2011-03-10 15:00:00+00:00,1420.9,1413.0,35.4,35.015,0.3961,-73.51,-98.22,348.27
2011-03-11,SHORT_GC,2011-03-11 03:00:00+00:00,2011-03-11 07:00:00+00:00,1417.2,1416.9,35.375,35.31,0.4001,-23.01,-47.72,325.26
2011-03-11,SHORT_GC,2011-03-11 11:00:00+00:00,2011-03-11 15:00:00+00:00,1407.3,1413.6,34.275,34.83,0.4001,159.08,134.37,484.34
2011-03-14,SHORT_GC,2011-03-14 02:00:00+00:00,2011-03-14 06:00:00+00:00,1422.5,1425.0,35.825,35.87,0.3955,-7.2,-31.91,477.14
2011-03-14,SHORT_GC,2011-03-14 10:00:00+00:00,2011-03-14 14:00:00+00:00,1423.2,1428.1,35.8,35.97,0.3955,18.23,-6.48,495.37
2011-03-15,SHORT_GC,2011-03-15 02:00:00+00:00,2011-03-15 06:00:00+00:00,1422.1,1415.5,35.67,35.15,0.3976,-140.76,-165.47,354.61
2011-03-15,SHORT_GC,2011-03-15 10:00:00+00:00,2011-03-15 14:00:00+00:00,1406.2,1397.8,34.655,34.355,0.3976,-35.28,-59.99,319.33
2011-03-16,SHORT_GC,2011-03-16 02:00:00+00:00,2011-03-16 06:00:00+00:00,1397.0,1399.8,34.28,34.3,0.4077,-19.85,-44.56,299.48
2011-03-16,LONG_GC,2011-03-16 10:00:00+00:00,2011-03-16 14:00:00+00:00,1399.1,1404.1,34.32,34.925,0.4077,-196.65,-221.36,102.83
2011-03-17,SHORT_GC,2011-03-17 02:00:00+00:00,2011-03-17 06:00:00+00:00,1391.0,1394.3,33.83,34.1,0.4091,77.45,52.74,180.28
2011-03-17,LONG_GC,2011-03-17 10:00:00+00:00,2011-03-17 14:00:00+00:00,1402.6,1402.2,34.57,34.57,0.4091,-4.0,-28.71,176.28
