session_date,dir,reason,ref_range,gross,net,contract,ref_hi,ref_lo,stop_px,entry_utc,exit_utc,entry_px,exit_px,cost,cum_net
2009-01-02,-1,stop,10.75,-55.0,-58.7,200903,907.75,897.0,907.75,2009-01-02 14:30:00+00:00,2009-01-02 15:30:00+00:00,896.75,907.75,3.7,-58.7
2009-01-05,-1,stop,10.25,-52.5,-56.2,200903,927.25,917.0,927.25,2009-01-05 14:30:00+00:00,2009-01-05 15:30:00+00:00,916.75,927.25,3.7,-114.9
2009-01-06,1,stop,11.0,-56.25,-59.95,200903,936.5,925.5,925.5,2009-01-06 14:30:00+00:00,2009-01-06 16:00:00+00:00,936.75,925.5,3.7,-174.85
2009-01-07,-1,eow,13.0,43.75,40.05,200903,926.25,913.25,926.25,2009-01-07 15:00:00+00:00,2009-01-07 20:30:00+00:00,913.0,904.25,3.7,-134.8
2009-01-09,-1,eow,14.75,63.75,60.05,200903,914.75,900.0,914.75,2009-01-09 14:30:00+00:00,2009-01-09 20:30:00+00:00,899.75,887.0,3.7,-74.75
2009-01-12,-1,eow,4.25,76.25,72.55,200903,885.5,881.25,885.5,2009-01-12 14:30:00+00:00,2009-01-12 20:30:00+00:00,881.0,865.75,3.7,-2.2
2009-01-13,1,eow,13.5,-18.75,-22.45,200903,870.5,857.0,857.0,2009-01-13 14:30:00+00:00,2009-01-13 20:30:00+00:00,870.75,867.0,3.7,-24.65
2009-01-14,-1,eow,26.0,38.75,35.05,200903,873.25,847.25,873.25,2009-01-14 14:30:00+00:00,2009-01-14 20:30:00+00:00,847.0,839.25,3.7,10.4
2009-01-15,-1,stop,13.75,-70.0,-73.7,200903,842.0,828.25,842.0,2009-01-15 14:30:00+00:00,2009-01-15 19:30:00+00:00,828.0,842.0,3.7,-63.3
2009-01-16,-1,eow,14.25,-12.5,-16.2,200903,857.75,843.5,857.75,2009-01-16 16:00:00+00:00,2009-01-16 20:30:00+00:00,843.25,845.75,3.7,-79.5
2009-01-19,-1,eow,20.75,-0.0,-3.7,200903,861.0,840.25,861.0,2009-01-19 14:30:00+00:00,2009-01-19 16:30:00+00:00,840.0,840.0,3.7,-83.2
2009-01-20,-1,eow,13.25,158.75,155.05,200903,847.25,834.0,847.25,2009-01-20 14:30:00+00:00,2009-01-20 20:30:00+00:00,833.75,802.0,3.7,71.85
2009-01-21,1,stop,13.25,-67.5,-71.2,200903,818.0,804.75,804.75,2009-01-21 14:30:00+00:00,2009-01-21 15:30:00+00:00,818.25,804.75,3.7,0.65
2009-01-22,-1,eow,22.25,-28.75,-32.45,200903,840.5,818.25,840.5,2009-01-22 14:30:00+00:00,2009-01-22 20:30:00+00:00,818.0,823.75,3.7,-31.8
2009-01-23,1,eow,19.75,37.5,33.8,200903,819.25,799.5,799.5,2009-01-23 16:00:00+00:00,2009-01-23 20:30:00+00:00,819.5,827.0,3.7,2.0
2009-01-26,1,eow,18.5,-6.25,-9.95,200903,834.0,815.5,815.5,2009-01-26 14:30:00+00:00,2009-01-26 20:30:00+00:00,834.25,833.0,3.7,-7.95
2009-01-27,-1,stop,12.5,-63.75,-67.45,200903,845.0,832.5,845.0,2009-01-27 15:00:00+00:00,2009-01-27 17:00:00+00:00,832.25,845.0,3.7,-75.4
2009-01-28,1,eow,8.5,30.0,26.3,200903,863.75,855.25,855.25,2009-01-28 15:30:00+00:00,2009-01-28 20:30:00+00:00,864.0,870.0,3.7,-49.1
2009-01-29,-1,eow,10.5,72.5,68.8,200903,866.5,856.0,866.5,2009-01-29 14:30:00+00:00,2009-01-29 20:30:00+00:00,855.75,841.25,3.7,19.7
2009-01-30,-1,eow,15.5,51.25,47.55,200903,848.5,833.0,848.5,2009-01-30 15:00:00+00:00,2009-01-30 20:30:00+00:00,832.75,822.5,3.7,67.25
2009-02-02,1,eow,11.25,20.0,16.3,200903,817.5,806.25,806.25,2009-02-02 15:00:00+00:00,2009-02-02 20:30:00+00:00,817.75,821.75,3.7,83.55
2009-02-03,1,eow,11.5,31.25,27.55,200903,827.5,816.0,816.0,2009-02-03 14:30:00+00:00,2009-02-03 20:30:00+00:00,827.75,834.0,3.7,111.1
2009-02-04,1,stop,11.75,-60.0,-63.7,200903,840.75,829.0,829.0,2009-02-04 14:30:00+00:00,2009-02-04 18:30:00+00:00,841.0,829.0,3.7,47.4
2009-02-05,-1,stop,10.0,-51.25,-54.95,200903,830.5,820.5,830.5,2009-02-05 14:30:00+00:00,2009-02-05 15:30:00+00:00,820.25,830.5,3.7,-7.55
2009-02-06,1,eow,11.5,82.5,78.8,200903,848.25,836.75,836.75,2009-02-06 14:30:00+00:00,2009-02-06 20:30:00+00:00,848.5,865.0,3.7,71.25
2009-02-09,1,eow,12.5,5.0,1.2999999999999998,200903,866.0,853.5,853.5,2009-02-09 14:30:00+00:00,2009-02-09 20:30:00+00:00,866.25,867.25,3.7,72.55
2009-02-10,1,stop,11.75,-60.0,-63.7,200903,863.5,851.75,851.75,2009-02-10 14:30:00+00:00,2009-02-10 16:00:00+00:00,863.75,851.75,3.7,8.85
2009-02-11,1,stop,9.75,-50.0,-53.7,200903,833.0,823.25,823.25,2009-02-11 14:30:00+00:00,2009-02-11 18:30:00+00:00,833.25,823.25,3.7,-44.85
2009-02-12,-1,stop,14.25,-72.5,-76.2,200903,829.25,815.0,829.25,2009-02-12 14:30:00+00:00,2009-02-12 20:30:00+00:00,814.75,829.25,3.7,-121.05
2009-02-13,-1,eow,12.25,23.75,20.05,200903,840.5,828.25,840.5,2009-02-13 14:30:00+00:00,2009-02-13 20:30:00+00:00,828.0,823.25,3.7,-101.0
2009-02-16,-1,eow,4.75,25.0,21.3,200903,818.75,814.0,818.75,2009-02-16 15:00:00+00:00,2009-02-16 16:00:00+00:00,813.75,808.75,3.7,-79.7
2009-02-17,-1,eow,14.25,25.0,21.3,200903,806.75,792.5,806.75,2009-02-17 14:30:00+00:00,2009-02-17 20:30:00+00:00,792.25,787.25,3.7,-58.4
2009-02-18,-1,eow,11.5,-5.0,-8.7,200903,796.25,784.75,796.25,2009-02-18 15:00:00+00:00,2009-02-18 20:30:00+00:00,784.5,785.5,3.7,-67.1
2009-02-19,1,stop,12.25,-62.5,-66.2,200903,796.25,784.0,784.0,2009-02-19 14:30:00+00:00,2009-02-19 16:30:00+00:00,796.5,784.0,3.7,-133.3
2009-02-20,1,stop,12.75,-65.0,-68.7,200903,774.0,761.25,761.25,2009-02-20 15:00:00+00:00,2009-02-20 16:00:00+00:00,774.25,761.25,3.7,-202.0
2009-02-23,-1,eow,13.25,146.25,142.55,200903,785.5,772.25,785.5,2009-02-23 14:30:00+00:00,2009-02-23 20:30:00+00:00,772.0,742.75,3.7,-59.45
2009-02-24,-1,stop,10.25,-52.5,-56.2,200903,755.5,745.25,755.5,2009-02-24 15:00:00+00:00,2009-02-24 15:30:00+00:00,745.0,755.5,3.7,-115.65
2009-02-25,-1,stop,9.25,-47.5,-51.2,200903,772.0,762.75,772.0,2009-02-25 14:30:00+00:00,2009-02-25 20:00:00+00:00,762.5,772.0,3.7,-166.85
2009-02-26,1,stop,13.75,-70.0,-73.7,200903,777.75,764.0,764.0,2009-02-26 15:30:00+00:00,2009-02-26 18:00:00+00:00,778.0,764.0,3.7,-240.55
2009-03-02,1,stop,12.75,-65.0,-68.7,200903,724.0,711.25,711.25,2009-03-02 14:30:00+00:00,2009-03-02 16:00:00+00:00,724.25,711.25,3.7,-309.25
2009-03-03,-1,eow,12.0,38.75,35.05,200903,715.25,703.25,715.25,2009-03-03 15:00:00+00:00,2009-03-03 20:30:00+00:00,703.0,695.25,3.7,-274.2
2009-03-04,1,eow,10.75,20.0,16.3,200903,708.25,697.5,697.5,2009-03-04 14:30:00+00:00,2009-03-04 20:30:00+00:00,708.5,712.5,3.7,-257.9
2009-03-05,-1,eow,15.25,43.75,40.05,200903,706.75,691.5,706.75,2009-03-05 16:00:00+00:00,2009-03-05 20:30:00+00:00,691.25,682.5,3.7,-217.85
2009-03-06,1,stop,16.25,-82.5,-86.2,200903,694.25,678.0,678.0,2009-03-06 14:30:00+00:00,2009-03-06 15:30:00+00:00,694.5,678.0,3.7,-304.05
2009-03-09,1,eow,17.75,-67.5,-71.2,200903,688.5,670.75,670.75,2009-03-09 13:30:00+00:00,2009-03-09 19:30:00+00:00,688.75,675.25,3.7,-375.25
2009-03-10,1,eow,11.0,123.75,120.05,200903,692.0,681.0,681.0,2009-03-10 13:30:00+00:00,2009-03-10 19:30:00+00:00,692.25,717.0,3.7,-255.2
2009-03-11,1,eow,18.0,-47.5,-51.2,200903,730.0,712.0,712.0,2009-03-11 13:30:00+00:00,2009-03-11 19:30:00+00:00,730.25,720.75,3.7,-306.4
2009-03-12,1,eow,11.5,133.75,130.05,200903,722.75,711.25,711.25,2009-03-12 14:00:00+00:00,2009-03-12 19:30:00+00:00,723.0,749.75,3.7,-176.35
2009-03-16,1,stop,14.75,-75.0,-78.7,200906,765.75,751.0,751.0,2009-03-16 15:00:00+00:00,2009-03-16 19:30:00+00:00,766.0,751.0,3.7,-255.05
2009-03-17,-1,stop,9.75,-50.0,-53.7,200906,759.25,749.5,759.25,2009-03-17 13:30:00+00:00,2009-03-17 16:00:00+00:00,749.25,759.25,3.7,-308.75
2009-03-18,-1,stop,8.5,-43.75,-47.45,200906,775.25,766.75,775.25,2009-03-18 13:30:00+00:00,2009-03-18 17:30:00+00:00,766.5,775.25,3.7,-356.2
2009-03-19,-1,eow,18.0,20.0,16.3,200906,801.5,783.5,801.5,2009-03-19 15:00:00+00:00,2009-03-19 19:30:00+00:00,783.25,779.25,3.7,-339.9
2009-03-20,-1,eow,14.5,38.75,35.05,200906,785.5,771.0,785.5,2009-03-20 17:00:00+00:00,2009-03-20 19:30:00+00:00,770.75,763.0,3.7,-304.85
2009-03-23,1,eow,12.25,141.25,137.55,200906,790.75,778.5,778.5,2009-03-23 14:00:00+00:00,2009-03-23 19:30:00+00:00,791.0,819.25,3.7,-167.3
2009-03-24,-1,stop,9.5,-48.75,-52.45,200906,817.0,807.5,817.0,2009-03-24 13:30:00+00:00,2009-03-24 16:30:00+00:00,807.25,817.0,3.7,-219.75
2009-03-25,1,stop,9.5,-48.75,-52.45,200906,810.25,800.75,800.75,2009-03-25 13:30:00+00:00,2009-03-25 18:00:00+00:00,810.5,800.75,3.7,-272.2
2009-03-26,1,stop,8.25,-42.5,-46.2,200906,821.5,813.25,813.25,2009-03-26 13:30:00+00:00,2009-03-26 14:00:00+00:00,821.75,813.25,3.7,-318.4
2009-03-27,-1,eow,11.0,10.0,6.3,200906,825.75,814.75,825.75,2009-03-27 13:30:00+00:00,2009-03-27 19:30:00+00:00,814.5,812.5,3.7,-312.1
2009-03-30,-1,eow,12.0,25.0,21.3,200906,801.5,789.5,801.5,2009-03-30 13:30:00+00:00,2009-03-30 19:30:00+00:00,789.25,784.25,3.7,-290.8
2009-03-31,-1,stop,5.25,-27.5,-31.2,200906,793.75,788.5,793.75,2009-03-31 13:30:00+00:00,2009-03-31 14:30:00+00:00,788.25,793.75,3.7,-322.0
2009-04-01,-1,stop,10.5,-53.75,-57.45,200906,791.75,781.25,791.75,2009-04-01 13:30:00+00:00,2009-04-01 14:00:00+00:00,781.0,791.75,3.7,-379.45
2009-04-02,1,eow,11.5,0.0,-3.7,200906,829.75,818.25,818.25,2009-04-02 14:00:00+00:00,2009-04-02 19:30:00+00:00,830.0,830.0,3.7,-383.15
2009-04-03,-1,eow,15.25,-46.25,-49.95,200906,844.5,829.25,844.5,2009-04-03 13:30:00+00:00,2009-04-03 19:30:00+00:00,829.0,838.25,3.7,-433.1
2009-04-06,-1,eow,19.0,-16.25,-19.95,200906,846.75,827.75,846.75,2009-04-06 13:30:00+00:00,2009-04-06 19:30:00+00:00,827.5,830.75,3.7,-453.05
2009-04-07,-1,eow,19.5,7.5,3.8,200906,833.0,813.5,833.0,2009-04-07 13:30:00+00:00,2009-04-07 19:30:00+00:00,813.25,811.75,3.7,-449.25
2009-04-08,1,eow,16.0,13.75,10.05,200906,818.25,802.25,802.25,2009-04-08 13:30:00+00:00,2009-04-08 19:30:00+00:00,818.5,821.25,3.7,-439.2
2009-04-09,1,eow,19.25,47.5,43.8,200906,844.25,825.0,825.0,2009-04-09 13:30:00+00:00,2009-04-09 19:30:00+00:00,844.5,854.0,3.7,-395.4
2009-04-13,-1,stop,3.75,-20.0,-23.7,200906,848.25,844.5,848.25,2009-04-13 13:30:00+00:00,2009-04-13 14:00:00+00:00,844.25,848.25,3.7,-419.1
2009-04-14,-1,eow,14.0,22.5,18.8,200906,857.5,843.5,857.5,2009-04-14 13:30:00+00:00,2009-04-14 19:30:00+00:00,843.25,838.75,3.7,-400.3
2009-04-15,-1,stop,10.75,-55.0,-58.7,200906,843.5,832.75,843.5,2009-04-15 13:30:00+00:00,2009-04-15 16:30:00+00:00,832.5,843.5,3.7,-459.0
2009-04-16,1,eow,14.75,27.5,23.8,200906,855.0,840.25,840.25,2009-04-16 18:00:00+00:00,2009-04-16 19:30:00+00:00,855.25,860.75,3.7,-435.2
2009-04-17,1,eow,11.75,2.5,-1.2000000000000002,200906,865.5,853.75,853.75,2009-04-17 17:00:00+00:00,2009-04-17 19:30:00+00:00,865.75,866.25,3.7,-436.4
2009-04-20,-1,eow,14.75,95.0,91.3,200906,863.5,848.75,863.5,2009-04-20 13:30:00+00:00,2009-04-20 19:30:00+00:00,848.5,829.5,3.7,-345.1
2009-04-21,1,eow,15.25,37.5,33.8,200906,838.25,823.0,823.0,2009-04-21 15:30:00+00:00,2009-04-21 19:30:00+00:00,838.5,846.0,3.7,-311.3
2009-04-22,1,eow,10.0,-25.0,-28.7,200906,845.5,835.5,835.5,2009-04-22 14:00:00+00:00,2009-04-22 19:30:00+00:00,845.75,840.75,3.7,-340.0
2009-04-23,-1,stop,7.25,-37.5,-41.2,200906,848.0,840.75,848.0,2009-04-23 13:30:00+00:00,2009-04-23 19:30:00+00:00,840.5,848.0,3.7,-381.2
2009-04-24,1,eow,13.5,21.25,17.55,200906,857.0,843.5,843.5,2009-04-24 13:30:00+00:00,2009-04-24 19:30:00+00:00,857.25,861.5,3.7,-363.65
2009-04-27,1,eow,5.5,1.25,-2.45,200906,853.5,848.0,848.0,2009-04-27 13:30:00+00:00,2009-04-27 19:30:00+00:00,853.75,854.0,3.7,-366.1
2009-04-28,1,eow,7.5,22.5,18.8,200906,846.25,838.75,838.75,2009-04-28 13:30:00+00:00,2009-04-28 19:30:00+00:00,846.5,851.0,3.7,-347.3
2009-04-29,1,eow,7.5,31.25,27.55,200906,863.25,855.75,855.75,2009-04-29 13:30:00+00:00,2009-04-29 19:30:00+00:00,863.5,869.75,3.7,-319.75
2009-04-30,-1,eow,11.0,31.25,27.55,200906,887.0,876.0,887.0,2009-04-30 16:30:00+00:00,2009-04-30 19:30:00+00:00,875.75,869.5,3.7,-292.2
2009-05-01,-1,stop,6.75,-35.0,-38.7,200906,875.0,868.25,875.0,2009-05-01 13:30:00+00:00,2009-05-01 17:30:00+00:00,868.0,875.0,3.7,-330.9
2009-05-04,1,eow,5.75,103.75,100.05,200906,883.75,878.0,878.0,2009-05-04 13:30:00+00:00,2009-05-04 19:30:00+00:00,884.0,904.75,3.7,-230.85
2009-05-05,-1,eow,7.5,-13.75,-17.45,200906,905.0,897.5,905.0,2009-05-05 14:30:00+00:00,2009-05-05 19:30:00+00:00,897.25,900.0,3.7,-248.3
2009-05-06,1,eow,18.25,20.0,16.3,200906,912.25,894.0,894.0,2009-05-06 13:30:00+00:00,2009-05-06 19:30:00+00:00,912.5,916.5,3.7,-232.0
2009-05-07,-1,eow,17.5,41.25,37.55,200906,929.5,912.0,929.5,2009-05-07 14:00:00+00:00,2009-05-07 19:30:00+00:00,911.75,903.5,3.7,-194.45
2009-05-08,1,stop,11.5,-58.75,-62.45,200906,922.5,911.0,911.0,2009-05-08 13:30:00+00:00,2009-05-08 14:00:00+00:00,922.75,911.0,3.7,-256.9
2009-05-11,-1,eow,8.75,13.75,10.05,200906,919.0,910.25,919.0,2009-05-11 13:30:00+00:00,2009-05-11 19:30:00+00:00,910.0,907.25,3.7,-246.85
2009-05-12,-1,eow,10.75,-6.25,-9.95,200906,915.25,904.5,915.25,2009-05-12 13:30:00+00:00,2009-05-12 19:30:00+00:00,904.25,905.5,3.7,-256.8
2009-05-13,-1,eow,20.25,33.75,30.05,200906,909.5,889.25,909.5,2009-05-13 13:30:00+00:00,2009-05-13 19:30:00+00:00,889.0,882.25,3.7,-226.75
2009-05-14,1,eow,9.75,6.25,2.55,200906,888.5,878.75,878.75,2009-05-14 14:30:00+00:00,2009-05-14 19:30:00+00:00,888.75,890.0,3.7,-224.2
2009-05-15,1,stop,11.0,-56.25,-59.95,200906,892.75,881.75,881.75,2009-05-15 13:30:00+00:00,2009-05-15 16:30:00+00:00,893.0,881.75,3.7,-284.15
2009-05-18,1,eow,14.25,78.75,75.05,200906,891.75,877.5,877.5,2009-05-18 13:30:00+00:00,2009-05-18 19:30:00+00:00,892.0,907.75,3.7,-209.1
2009-05-19,-1,eow,10.0,-5.0,-8.7,200906,915.75,905.75,915.75,2009-05-19 13:30:00+00:00,2009-05-19 19:30:00+00:00,905.5,906.5,3.7,-217.8
2009-05-20,1,stop,9.25,-47.5,-51.2,200906,915.0,905.75,905.75,2009-05-20 13:30:00+00:00,2009-05-20 19:00:00+00:00,915.25,905.75,3.7,-269.0
2009-05-21,-1,eow,11.25,5.0,1.2999999999999998,200906,899.5,888.25,899.5,2009-05-21 13:30:00+00:00,2009-05-21 19:30:00+00:00,888.0,887.0,3.7,-267.7
2009-05-22,-1,eow,9.0,3.75,0.04999999999999982,200906,896.0,887.0,896.0,2009-05-22 13:30:00+00:00,2009-05-22 19:30:00+00:00,886.75,886.0,3.7,-267.65
2009-05-26,1,eow,8.5,115.0,111.3,200906,885.25,876.75,876.75,2009-05-26 13:30:00+00:00,2009-05-26 19:30:00+00:00,885.5,908.5,3.7,-156.35
2009-05-27,-1,eow,8.5,66.25,62.55,200906,914.0,905.5,914.0,2009-05-27 14:00:00+00:00,2009-05-27 19:30:00+00:00,905.25,892.0,3.7,-93.8
2009-05-28,1,stop,9.0,-46.25,-49.95,200906,900.0,891.0,891.0,2009-05-28 13:30:00+00:00,2009-05-28 14:00:00+00:00,900.25,891.0,3.7,-143.75
2009-05-29,-1,stop,7.5,-38.75,-42.45,200906,913.5,906.0,913.5,2009-05-29 13:30:00+00:00,2009-05-29 19:30:00+00:00,905.75,913.5,3.7,-186.2
2009-06-01,1,eow,9.75,27.5,23.8,200906,937.0,927.25,927.25,2009-06-01 13:30:00+00:00,2009-06-01 19:30:00+00:00,937.25,942.75,3.7,-162.4
2009-06-02,1,eow,8.0,6.25,2.55,200906,942.5,934.5,934.5,2009-06-02 13:30:00+00:00,2009-06-02 19:30:00+00:00,942.75,944.0,3.7,-159.85
2009-06-03,-1,eow,12.0,7.5,3.8,200906,945.5,933.5,945.5,2009-06-03 13:30:00+00:00,2009-06-03 19:30:00+00:00,933.25,931.75,3.7,-156.05
2009-06-04,-1,stop,9.25,-47.5,-51.2,200906,938.75,929.5,938.75,2009-06-04 14:00:00+00:00,2009-06-04 17:00:00+00:00,929.25,938.75,3.7,-207.25
2009-06-05,-1,eow,15.5,6.25,2.55,200906,957.5,942.0,957.5,2009-06-05 13:30:00+00:00,2009-06-05 19:30:00+00:00,941.75,940.5,3.7,-204.7
2009-06-08,-1,stop,10.25,-52.5,-56.2,200906,938.75,928.5,938.75,2009-06-08 13:30:00+00:00,2009-06-08 19:00:00+00:00,928.25,938.75,3.7,-260.9
2009-06-09,1,stop,7.25,-37.5,-41.2,200906,943.25,936.0,936.0,2009-06-09 13:30:00+00:00,2009-06-09 15:00:00+00:00,943.5,936.0,3.7,-302.1
2009-06-10,-1,eow,7.0,45.0,41.3,200906,955.0,948.0,955.0,2009-06-10 13:30:00+00:00,2009-06-10 19:30:00+00:00,947.75,938.75,3.7,-260.8
2009-06-11,1,eow,9.5,-11.25,-14.95,200906,946.25,936.75,936.75,2009-06-11 13:30:00+00:00,2009-06-11 19:30:00+00:00,946.5,944.25,3.7,-275.75
2009-06-15,-1,eow,5.25,37.5,33.8,200909,932.75,927.5,932.75,2009-06-15 13:30:00+00:00,2009-06-15 19:30:00+00:00,927.25,919.75,3.7,-241.95
2009-06-16,-1,eow,8.0,46.25,42.55,200909,924.75,916.75,924.75,2009-06-16 16:30:00+00:00,2009-06-16 19:30:00+00:00,916.5,907.25,3.7,-199.4
2009-06-17,-1,stop,9.75,-50.0,-53.7,200909,912.75,903.0,912.75,2009-06-17 13:30:00+00:00,2009-06-17 17:30:00+00:00,902.75,912.75,3.7,-253.1
2009-06-18,1,eow,9.25,1.25,-2.45,200909,912.25,903.0,903.0,2009-06-18 13:30:00+00:00,2009-06-18 19:30:00+00:00,912.5,912.75,3.7,-255.55
2009-06-19,1,stop,5.25,-27.5,-31.2,200909,922.5,917.25,917.25,2009-06-19 13:30:00+00:00,2009-06-19 16:00:00+00:00,922.75,917.25,3.7,-286.75
2009-06-22,-1,eow,11.0,82.5,78.8,200909,916.0,905.0,916.0,2009-06-22 13:30:00+00:00,2009-06-22 19:30:00+00:00,904.75,888.25,3.7,-207.95
2009-06-23,1,stop,5.5,-37.5,-41.2,200909,894.25,888.75,888.75,2009-06-23 14:00:00+00:00,2009-06-23 14:30:00+00:00,894.5,887.0,3.7,-249.15
2009-06-24,1,eow,10.5,-18.75,-22.45,200909,900.0,889.5,889.5,2009-06-24 13:30:00+00:00,2009-06-24 19:30:00+00:00,900.25,896.5,3.7,-271.6
2009-06-25,1,eow,15.75,45.0,41.3,200909,906.75,891.0,891.0,2009-06-25 15:30:00+00:00,2009-06-25 19:30:00+00:00,907.0,916.0,3.7,-230.3
2009-06-26,-1,eow,7.5,-11.25,-14.95,200909,919.0,911.5,919.0,2009-06-26 13:30:00+00:00,2009-06-26 19:30:00+00:00,911.25,913.5,3.7,-245.25
2009-06-29,1,eow,9.0,20.0,16.3,200909,918.75,909.75,909.75,2009-06-29 14:00:00+00:00,2009-06-29 19:30:00+00:00,919.0,923.0,3.7,-228.95
2009-06-30,1,stop,3.5,-18.75,-22.45,200909,925.25,921.75,921.75,2009-06-30 13:30:00+00:00,2009-06-30 14:00:00+00:00,925.5,921.75,3.7,-251.4
2009-07-01,1,eow,7.5,-25.0,-28.7,200909,923.75,916.25,916.25,2009-07-01 13:30:00+00:00,2009-07-01 19:30:00+00:00,924.0,919.0,3.7,-280.1
2009-07-02,-1,eow,13.75,55.0,51.3,200909,918.5,904.75,918.5,2009-07-02 13:30:00+00:00,2009-07-02 19:30:00+00:00,904.5,893.5,3.7,-228.8
2009-07-06,1,stop,5.25,-27.5,-31.2,200909,887.5,882.25,882.25,2009-07-06 13:30:00+00:00,2009-07-06 14:30:00+00:00,887.75,882.25,3.7,-260.0
2009-07-07,-1,eow,8.75,65.0,61.3,200909,898.25,889.5,898.25,2009-07-07 13:30:00+00:00,2009-07-07 19:30:00+00:00,889.25,876.25,3.7,-198.7
2009-07-08,1,stop,5.0,-26.25,-29.95,200909,882.5,877.5,877.5,2009-07-08 14:00:00+00:00,2009-07-08 14:30:00+00:00,882.75,877.5,3.7,-228.65
2009-07-09,-1,stop,6.5,-33.75,-37.45,200909,884.25,877.75,884.25,2009-07-09 13:30:00+00:00,2009-07-09 18:00:00+00:00,877.5,884.25,3.7,-266.1
2009-07-10,1,stop,7.5,-38.75,-42.45,200909,878.0,870.5,870.5,2009-07-10 13:30:00+00:00,2009-07-10 15:00:00+00:00,878.25,870.5,3.7,-308.55
2009-07-13,1,eow,14.5,73.75,70.05,200909,881.75,867.25,867.25,2009-07-13 14:30:00+00:00,2009-07-13 19:30:00+00:00,882.0,896.75,3.7,-238.5
2009-07-14,-1,eow,10.5,-46.25,-49.95,200909,904.0,893.5,904.0,2009-07-14 14:30:00+00:00,2009-07-14 19:30:00+00:00,893.25,902.5,3.7,-288.45
2009-07-15,1,eow,6.0,68.75,65.05,200909,914.5,908.5,908.5,2009-07-15 13:30:00+00:00,2009-07-15 19:30:00+00:00,914.75,928.5,3.7,-223.4
2009-07-16,1,eow,11.75,20.0,16.3,200909,932.75,921.0,921.0,2009-07-16 18:00:00+00:00,2009-07-16 19:30:00+00:00,933.0,937.0,3.7,-207.1
2009-07-17,1,eow,8.75,-1.25,-4.95,200909,936.75,928.0,928.0,2009-07-17 14:30:00+00:00,2009-07-17 19:30:00+00:00,937.0,936.75,3.7,-212.05
2009-07-20,1,eow,7.75,10.0,6.3,200909,944.75,937.0,937.0,2009-07-20 13:30:00+00:00,2009-07-20 19:30:00+00:00,945.0,947.0,3.7,-205.75
2009-07-21,-1,eow,11.5,-32.5,-36.2,200909,956.25,944.75,956.25,2009-07-21 15:30:00+00:00,2009-07-21 19:30:00+00:00,944.5,951.0,3.7,-241.95
2009-07-22,1,eow,7.5,-3.75,-7.45,200909,951.0,943.5,943.5,2009-07-22 13:30:00+00:00,2009-07-22 19:30:00+00:00,951.25,950.5,3.7,-249.4
2009-07-23,1,eow,6.25,80.0,76.3,200909,956.5,950.25,950.25,2009-07-23 13:30:00+00:00,2009-07-23 19:30:00+00:00,956.75,972.75,3.7,-173.1
2009-07-24,-1,stop,9.0,-46.25,-49.95,200909,973.75,964.75,973.75,2009-07-24 14:00:00+00:00,2009-07-24 17:30:00+00:00,964.5,973.75,3.7,-223.05
2009-07-27,-1,eow,8.0,-27.5,-31.2,200909,982.0,974.0,982.0,2009-07-27 13:30:00+00:00,2009-07-27 19:30:00+00:00,973.75,979.25,3.7,-254.25
2009-07-28,-1,eow,10.0,-25.0,-28.7,200909,981.5,971.5,981.5,2009-07-28 14:00:00+00:00,2009-07-28 19:30:00+00:00,971.25,976.25,3.7,-282.95
2009-07-29,1,stop,8.5,-43.75,-47.45,200909,974.75,966.25,966.25,2009-07-29 14:00:00+00:00,2009-07-29 15:30:00+00:00,975.0,966.25,3.7,-330.4
2009-07-30,1,eow,10.75,-20.0,-23.7,200909,986.75,976.0,976.0,2009-07-30 13:30:00+00:00,2009-07-30 19:30:00+00:00,987.0,983.0,3.7,-354.1
2009-08-03,1,eow,13.5,12.5,8.8,200909,996.75,983.25,983.25,2009-08-03 14:00:00+00:00,2009-08-03 19:30:00+00:00,997.0,999.5,3.7,-345.3
2009-08-04,1,eow,6.25,20.0,16.3,200909,998.25,992.0,992.0,2009-08-04 14:00:00+00:00,2009-08-04 19:30:00+00:00,998.5,1002.5,3.7,-329.0
2009-08-05,-1,eow,7.5,-3.75,-7.45,200909,1006.5,999.0,1006.5,2009-08-05 13:30:00+00:00,2009-08-05 19:30:00+00:00,998.75,999.5,3.7,-336.45
2009-08-06,-1,eow,8.0,25.0,21.3,200909,1007.75,999.75,1007.75,2009-08-06 13:30:00+00:00,2009-08-06 19:30:00+00:00,999.5,994.5,3.7,-315.15
2009-08-07,1,eow,17.75,-2.5,-6.2,200909,1007.75,990.0,990.0,2009-08-07 14:30:00+00:00,2009-08-07 19:30:00+00:00,1008.0,1007.5,3.7,-321.35
2009-08-10,1,stop,6.5,-33.75,-37.45,200909,1007.0,1000.5,1000.5,2009-08-10 14:30:00+00:00,2009-08-10 17:00:00+00:00,1007.25,1000.5,3.7,-358.8
2009-08-11,-1,eow,10.25,40.0,36.3,200909,1010.75,1000.5,1010.75,2009-08-11 13:30:00+00:00,2009-08-11 19:30:00+00:00,1000.25,992.25,3.7,-322.5
2009-08-12,1,eow,9.75,38.75,35.05,200909,995.5,985.75,985.75,2009-08-12 13:30:00+00:00,2009-08-12 19:30:00+00:00,995.75,1003.5,3.7,-287.45
